,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
0,Angiospermae,Dicotyledoneae,incertae sedis,Araliaceae,Aralia,Aralia firma,87.236,29.294,-100,-66,78.76,12.29,7
1,Angiospermae,Dicotyledoneae,incertae sedis,Aspleniaceae,Asplenium,Asplenium dicksonianum,129.417,49.115,-100,-66,118.1,54.36,7
2,Angiospermae,Dicotyledoneae,incertae sedis,Betulaceae,Alnites,Alnites jelisejevii,130.403,48.889,-100,-66,119.28,54.32,7
3,Angiospermae,Dicotyledoneae,incertae sedis,Betulaceae,Alnus,Alnus protobarbata,130.403,48.889,-100,-66,119.28,54.32,7
4,Angiospermae,Dicotyledoneae,incertae sedis,Betulaceae,Betula,Betula prisca,130.403,48.889,-100,-66,119.28,54.32,7
5,Angiospermae,Dicotyledoneae,incertae sedis,Betulaceae,Betula,Betula sachalinensis,130.403,48.889,-100,-66,119.28,54.32,7
6,Angiospermae,Dicotyledoneae,incertae sedis,Betulaceae,Betuliphyllum,Betuliphyllum hunchunensis,130.365,42.862,-100,-66,121.21,47.77,7
7,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburniphyllum,Viburniphyllum finale,130.403,48.889,-100,-66,119.28,54.32,7
8,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburnum,Viburnum antiquum,130.403,48.889,-100,-66,119.28,54.32,7
9,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburnum,Viburnum asperum,89.814,29.317,-100,-66,81.06,12.46,7
10,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburnum,Viburnum asperum,130.403,48.889,-100,-66,119.28,54.32,7
11,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburnum,Viburnum cf.contortum,130.403,48.889,-100,-66,119.28,54.32,7
12,Angiospermae,Dicotyledoneae,incertae sedis,Caprifoliaceae,Viburnum,Viburnum lakesii,129.897,46.728,-100,-66,119.67,52.15,7
13,Angiospermae,Dicotyledoneae,incertae sedis,Celastraceae,Celastrophyllum,Celastrophyllum newberryanum,130.365,42.862,-100,-66,121.21,47.77,7
14,Angiospermae,Dicotyledoneae,incertae sedis,Celastraceae,Celastrophyllum,Celastrophyllum ovale,112.577,40.894,-100,-66,103.53,42.79,7
15,Angiospermae,Dicotyledoneae,incertae sedis,Celastraceae,Celastrus,Celastrus minor,87.656,29.379,-100,-66,79.13,12.39,7
16,Angiospermae,Dicotyledoneae,incertae sedis,Ceratophyllaceae,Ceratophyllum,Ceratophyllum jilinense,130.365,42.862,-100,-66,121.21,47.77,7
17,Angiospermae,Dicotyledoneae,incertae sedis,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum arcticum,127.96,45.211,-100,-66,118.2,50.34,7
18,Angiospermae,Dicotyledoneae,incertae sedis,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum elliptcum,89.053,29.294,-100,-66,80.38,12.39,7
19,Angiospermae,Dicotyledoneae,incertae sedis,Cheirolepidiaceae,Suturovagina,Suturovagina intermedia,119.61,29.074,-100,-66,114.2,33.8,7
20,Angiospermae,Dicotyledoneae,incertae sedis,Cheirolepidiaceae,Suturovagina,Suturovagina intermedia,118.244,28.681,-100,-66,113.18,32.88,7
21,Angiospermae,Dicotyledoneae,incertae sedis,Corylaceae,Corylites,Corylites fosteri,130.403,48.889,-100,-66,119.28,54.32,7
22,Angiospermae,Dicotyledoneae,incertae sedis,Corylaceae,Corylites,Corylites hunchunensis,130.365,42.862,-100,-66,121.21,47.77,7
23,Angiospermae,Dicotyledoneae,incertae sedis,Corylaceae,Corylus,Corylus kenaiana,127.96,45.211,-100,-66,118.2,50.34,7
24,Angiospermae,Dicotyledoneae,incertae sedis,Corylaceae,Credneria,Credneria inordinata,130.403,48.889,-100,-66,119.28,54.32,7
25,Angiospermae,Dicotyledoneae,incertae sedis,Cupressaceae,Cupressinoxylon,Cupressinoxylon jiayinense,130.394,48.887,-100,-66,119.27,54.32,7
26,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,120.563,45.551,-145,-100,122.43,47.47,6
27,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,121.676,42.001,-145,-100,123.56,43.43,6
28,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,121.679,42.034,-145,-100,123.56,43.46,6
29,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,123.552,42.447,-145,-100,125.43,43.98,6
30,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,126.046,44.461,-145,-100,128.25,46.75,6
31,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,130.799,45.861,-145,-100,133.01,48.44,6
32,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,131.132,45.346,-145,-100,133.43,47.95,6
33,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris arctica,134.047,47.426,-145,-100,136.21,50.2,6
34,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Coniopteris,Coniopteris hunangjiabaoensis,114.7,40.888,-145,-100,116.59,41.9,6
35,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,117.669,49.51,-145,-100,118.82,51.21,6
36,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,119.76,49.223,-145,-100,121.03,51.07,6
37,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,120.579,49.242,-145,-100,121.87,51.14,6
38,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,120.585,49.248,-145,-100,121.87,51.15,6
39,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,123.471,48.124,-145,-100,125.05,50.23,6
40,Angiospermae,Dicotyledoneae,incertae sedis,Dicksoniaceae,Dicksonia,Dicksonia arctica,123.552,42.447,-145,-100,125.43,43.98,6
41,Angiospermae,Dicotyledoneae,incertae sedis,Ebenaceae,Diospyros,Diospyros rotundifolia,124.444,46.862,-100,-66,113.8,51.3,7
42,Angiospermae,Dicotyledoneae,incertae sedis,Fagaceae,Quercus,Quercus orbicularis,87.656,29.379,-100,-66,79.13,12.39,7
43,Angiospermae,Dicotyledoneae,incertae sedis,Filiaceae?,Nordenskioldia,Nordenskioldia cf.borealis,130.403,48.889,-100,-66,119.28,54.32,7
44,Angiospermae,Dicotyledoneae,incertae sedis,Gleicheniaceae,Gleichenites,Gleichenites gracilis,130.41,48.894,-100,-66,119.28,54.33,7
45,Angiospermae,Dicotyledoneae,incertae sedis,Hamamelidaceae,Corylopsiphyllum,Corylopsiphyllum jilinense,130.365,42.862,-100,-66,121.21,47.77,7
46,Angiospermae,Dicotyledoneae,incertae sedis,Hydrocaryaceae,Trapa,Trapa angulata,125.899,47.171,-145,-100,127.72,49.44,6
47,Angiospermae,Dicotyledoneae,incertae sedis,Hydrocaryaceae,Trapa,Trapa angulata,126.969,46.652,-100,-66,116.56,51.56,7
48,Angiospermae,Dicotyledoneae,incertae sedis,Hydrocaryaceae,Trapa,Trapa angulata,130.403,48.889,-100,-66,119.28,54.32,7
49,Angiospermae,Dicotyledoneae,incertae sedis,Hydrocaryaceae,Trapa,Trapa microphylla,126.576,45.832,-100,-66,116.48,50.69,7
50,Angiospermae,Dicotyledoneae,incertae sedis,Juglandaceae,Cycrocarya,Cycrocarya macroptera,130.403,48.889,-100,-66,119.28,54.32,7
51,Angiospermae,Dicotyledoneae,incertae sedis,Juglandaceae,Juglandites,Juglandites polophyllus,130.365,42.862,-100,-66,121.21,47.77,7
52,Angiospermae,Dicotyledoneae,incertae sedis,Juglandaceae,Juglandites,Juglandites sinuatus,89.814,29.317,-100,-66,81.06,12.46,7
53,Angiospermae,Dicotyledoneae,incertae sedis,Juglandaceae,Pterocarya,Pterocarya siniptera,120.351,45.966,-174,-163,126.14,49.68,4
54,Angiospermae,Dicotyledoneae,incertae sedis,Lauraceae,Cinnamomum,Cinnamomum hesperium,108.629,22.609,-100,-66,107.74,23.45,7
55,Angiospermae,Dicotyledoneae,incertae sedis,Lauraceae,Cinnamomum,Cinnamomum newberryi,108.629,22.609,-100,-66,107.74,23.45,7
56,Angiospermae,Dicotyledoneae,incertae sedis,Lauraceae,Nectandra,Nectandra guangxiensis,108.629,22.609,-100,-66,107.74,23.45,7
57,Angiospermae,Dicotyledoneae,incertae sedis,Lauraceae,Nectandra,Nectandra prolifica,108.629,22.609,-100,-66,107.74,23.45,7
58,Angiospermae,Dicotyledoneae,incertae sedis,Leguminosae,Cassia,Cassia cf.fayettensis,88.357,29.355,-100,-66,79.76,12.41,7
59,Angiospermae,Dicotyledoneae,incertae sedis,Leguminosae,Cassia,Cassia marshalensis,80.761,31.177,-100,-66,60.53,-28.75,7
60,Angiospermae,Dicotyledoneae,incertae sedis,Magnoliaceae,Schisandra,Schisandra durbudensis,124.444,46.862,-100,-66,113.8,51.3,7
61,Angiospermae,Dicotyledoneae,incertae sedis,Menisspermaceae,Stephanofolium,Stephanofolium ovatiphyllum,130.365,42.862,-100,-66,121.21,47.77,7
62,Angiospermae,Dicotyledoneae,incertae sedis,Moraceae,Ficus,Ficus daphnogenoides,89.814,29.317,-100,-66,81.06,12.46,7
63,Angiospermae,Dicotyledoneae,incertae sedis,Moraceae,Ficus,Ficus myrtifolius,80.761,31.177,-100,-66,60.53,-28.75,7
64,Angiospermae,Dicotyledoneae,incertae sedis,Moraceae,Ficus,Ficus platanicostata,127.96,45.211,-100,-66,118.2,50.34,7
65,Angiospermae,Dicotyledoneae,incertae sedis,Myrtaceae,Eucalyptus,Eucalyptus angusta,88.357,29.355,-100,-66,79.76,12.41,7
66,Angiospermae,Dicotyledoneae,incertae sedis,Myrtaceae,Eucalyptus,Eucalyptus geinitzii,80.761,31.177,-100,-66,60.53,-28.75,7
67,Angiospermae,Dicotyledoneae,incertae sedis,Myrtaceae,Eucalyptus,Eucalyptus geinitzii,88.357,29.355,-100,-66,79.76,12.41,7
68,Angiospermae,Dicotyledoneae,incertae sedis,Myrtaceae,Eucalyptus,Eucalyptus oblongifolia,80.761,31.177,-100,-66,60.53,-28.75,7
69,Angiospermae,Dicotyledoneae,incertae sedis,Myrtaceae,Myrtophyllum,Myrtophyllum penzhinense,130.365,42.862,-100,-66,121.21,47.77,7
70,Angiospermae,Dicotyledoneae,incertae sedis,Nymphaceae,Rhizoma,Rhizoma elliptica,120.836,41.615,-163,-145,124.04,42.86,5
71,Angiospermae,Dicotyledoneae,incertae sedis,Nymphaeaceae,Nymphaeites,Nymphaeites browni,130.403,48.889,-100,-66,119.28,54.32,7
72,Angiospermae,Dicotyledoneae,incertae sedis,Osmundaceae,Osmunda,Osmunda cf.diamensis,130.41,48.894,-100,-66,119.28,54.33,7
73,Angiospermae,Dicotyledoneae,incertae sedis,Oxalidaceae,Oxalis,Oxalis jiayinensis,130.497,48.853,-100,-66,119.4,54.3,7
74,Angiospermae,Dicotyledoneae,incertae sedis,Pinaceae,Thuja,Thuja cretacea,130.394,48.887,-100,-66,119.27,54.32,7
75,Angiospermae,Dicotyledoneae,incertae sedis,Pinaceae,Thuja,Thuja heilongjiangensis,125.363,46.242,-100,-66,115.03,50.87,7
76,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus appendiculata,125.336,46.415,-145,-100,127.24,48.65,6
77,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus cf.cuneifolia,112.702,40.013,-100,-66,103.93,41.95,7
78,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus cuneifolia,113.667,43.859,-100,-66,103.62,45.86,7
79,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus densinervis,130.403,48.889,-100,-66,119.28,54.32,7
80,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus raynoldii,130.403,48.889,-100,-66,119.28,54.32,7
81,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus raynoldii,127.96,45.211,-100,-66,118.2,50.34,7
82,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus raynoldii,129.897,46.728,-100,-66,119.67,52.15,7
83,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus septentrioalis,124.466,45.079,-100,-66,114.55,49.59,7
84,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Platanus,Platanus sinensis,130.403,48.889,-100,-66,119.28,54.32,7
85,Angiospermae,Dicotyledoneae,incertae sedis,Platanaceae,Pseudoprotophyllum,Pseudoprotophyllum cf.dentatum,130.403,48.889,-100,-66,119.28,54.32,7
86,Angiospermae,Dicotyledoneae,incertae sedis,Podocarpaceae,Nageiopsis,Nageiopsis angustifolia,109.826,40.915,-145,-100,111.67,41.62,6
87,Angiospermae,Dicotyledoneae,incertae sedis,Potamogetonaceae,Potamogeton,Potamogeton jeholensis,117.172,40.432,-100,-66,108.31,43.15,7
88,Angiospermae,Dicotyledoneae,incertae sedis,Protiaceae,Macclintockia,Macclintockia cf.trinervis,130.315,48.863,-100,-66,119.19,54.28,7
89,Angiospermae,Dicotyledoneae,incertae sedis,Protiaceae,Rogersia,Rogersia angustifolia,129.509,42.891,-145,-100,131.49,44.76,6
90,Angiospermae,Dicotyledoneae,incertae sedis,Ranunculaceae,Ranunculus,Ranunculus jeholensis,119.357,40.961,-163,-145,122.52,42.22,5
91,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Paliurus,Paliurus jurassinicus,120.351,45.966,-174,-163,126.14,49.68,4
92,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Rhamnites,Rhamnites eminens,89.814,29.317,-100,-66,81.06,12.46,7
93,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Rhamnus,Rhamnus menchigesis,80.761,31.177,-100,-66,60.53,-28.75,7
94,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Rhamnus,Rhamnus shangzhiensis,127.96,45.211,-100,-66,118.2,50.34,7
95,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Zizyphus,Zizyphus liaoxijujuba,120.351,45.966,-174,-163,126.14,49.68,4
96,Angiospermae,Dicotyledoneae,incertae sedis,Rhamnaceae,Zizyphus,Zizyphus pseudocretacea,130.403,48.889,-100,-66,119.28,54.32,7
97,Angiospermae,Dicotyledoneae,incertae sedis,Salicaceae,Populites,Populites litigiosus,130.365,42.862,-100,-66,121.21,47.77,7
98,Angiospermae,Dicotyledoneae,incertae sedis,Salicaceae,Populus,Populus carneosa,130.403,48.889,-100,-66,119.28,54.32,7
99,Angiospermae,Dicotyledoneae,incertae sedis,Salicaceae,Populus,Populus latior,89.053,29.294,-100,-66,80.38,12.39,7
100,Angiospermae,Dicotyledoneae,incertae sedis,Salicaceae,Salix,Salix cf.meeki,89.814,29.317,-100,-66,81.06,12.46,7
101,Angiospermae,Dicotyledoneae,incertae sedis,Salviniaceae,Salvinia,Salvinia jilinensis,130.372,42.868,-100,-66,121.22,47.78,7
102,Angiospermae,Dicotyledoneae,incertae sedis,Scrophulariaceae,Paulownia,Paulownia shangzhiensis,127.96,45.211,-100,-66,118.2,50.34,7
103,Angiospermae,Dicotyledoneae,incertae sedis,Sinodicotiaceae,Cycadicotis,Cycadicotis nissonervis,120.619,41.101,-174,-163,125.63,44.28,4
104,Angiospermae,Dicotyledoneae,incertae sedis,Sparganiaceae,Sparganium,Sparganium fengningense,117.753,41.936,-100,-66,108.41,44.72,7
105,Angiospermae,Dicotyledoneae,incertae sedis,Taxaceae,Taxus,Taxus acuta,109.745,39.568,-145,-100,111.73,40.28,6
106,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Cephalotaxopsis,Cephalotaxopsis asiatica,111.758,40.815,-145,-100,113.63,41.64,6
107,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Cephalotaxopsis,Cephalotaxopsis asiatica,126.04,44.459,-145,-100,128.24,46.75,6
108,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Cephalotaxopsis,Cephalotaxopsis asiatica,130.961,45.293,-145,-100,133.26,47.89,6
109,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Cunninhamia,Cunninhamia asiatica,119.282,42.036,-145,-100,121.12,43.32,6
110,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Cunninhamia,Cunninhamia asiatica,123.539,42.439,-145,-100,125.41,43.97,6
111,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Elatides,Elatides araucarioides,109.985,41.012,-145,-100,111.82,41.73,6
112,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Elatides,Elatides asiatica,130.584,45.753,-145,-100,132.8,48.32,6
113,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Elatides,Elatides asiatica,131.116,44.084,-145,-100,133.57,46.69,6
114,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Glyptostrobus,Glyptostrobus europaeus,130.653,43.073,-100,-66,121.45,48.02,7
115,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Metasequoia,Metasequoia cuneata,130.358,42.86,-100,-66,121.2,47.77,7
116,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Metasequoia,Metasequoia cuneata,129.897,46.727,-100,-66,119.67,52.14,7
117,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Metasequoia,Metasequoia disticha,129.412,49.11,-100,-66,118.1,54.36,7
118,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Piceoxylon,Piceoxylon dongguanensse,113.788,23.072,-100,-66,112.16,26.05,7
119,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Piceoxylon,Piceoxylon manchuricum,131.003,45.334,-100,-66,121.43,50.99,7
120,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Sequoia,Sequoia affinis,130.394,48.887,-100,-66,119.27,54.32,7
121,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Sequoia,Sequoia reichenbachii,130.365,42.862,-100,-66,121.21,47.77,7
122,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Taxodium,Taxodium olrokii,130.307,48.86,-100,-66,119.19,54.28,7
123,Angiospermae,Dicotyledoneae,incertae sedis,Taxodiaceae,Taxodium,Taxodium olrokii,130.365,42.862,-100,-66,121.21,47.77,7
124,Angiospermae,Dicotyledoneae,incertae sedis,Tiliaceae,Tiliaephyllum,Tiliaephyllum cf.tsagajannicum,130.403,48.889,-100,-66,119.28,54.32,7
125,Angiospermae,Dicotyledoneae,incertae sedis,Tiliaceae,Tiliaephyllum,Tiliaephyllum jilinense,130.365,42.862,-100,-66,121.21,47.77,7
126,Angiospermae,Dicotyledoneae,incertae sedis,Toretziaceae,Umaltolepis,Umaltolepis hebeiensis,114.881,40.823,-145,-100,116.78,41.84,6
127,Angiospermae,Dicotyledoneae,incertae sedis,Toretziaceae,Umaltolepis,Umaltolepis hebeiensis,121.664,42.019,-145,-100,123.54,43.44,6
128,Angiospermae,Dicotyledoneae,incertae sedis,Trochodendraceae,Trochodendroides,Trochodendroides arctica,130.403,48.889,-100,-66,119.28,54.32,7
129,Angiospermae,Dicotyledoneae,incertae sedis,Trochodendraceae,Trochodendroides,Trochodendroides smilacifolia,130.403,48.889,-100,-66,119.28,54.32,7
130,Angiospermae,Dicotyledoneae,incertae sedis,Ulmaceae,Planera,Planera cf.microphylla,130.403,48.889,-100,-66,119.28,54.32,7
131,Angiospermae,Dicotyledoneae,incertae sedis,Vitaceae,Ampelopsis,Ampelopsis acerifolia,130.403,48.889,-100,-66,119.28,54.32,7
132,Angiospermae,Dicotyledoneae,incertae sedis,Vitaceae,Cissus,Cissus marginata,130.403,48.889,-100,-66,119.28,54.32,7
133,Angiospermae,Dicotyledoneae,incertae sedis,Vitaceae,Vitiphyllum,Vitiphyllum jilinense,130.365,42.862,-100,-66,121.21,47.77,7
134,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Anomozamites,Anomozamites angulatus,119.586,45.429,-145,-100,121.44,47.28,6
135,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Anomozamites,Anomozamites arcticus,131.117,44.088,-145,-100,133.57,46.7,6
136,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Archaefructus,Archaefructus liaoningensis,120.462,41.587,-163,-145,123.66,42.83,5
137,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Archaefructus,Archaefructus sinensis,119.401,41.245,-163,-145,122.57,42.5,5
138,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Arthollia,Arthollia sinenis,130.365,42.862,-100,-66,121.21,47.77,7
139,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Brachyphyllum,Brachyphyllum cf.ningshiaense,116.196,39.971,-145,-100,118.2,41.07,6
140,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Brachyphyllum,Brachyphyllum cf.ningshiaense,117.311,33.319,-145,-100,119.97,34.51,6
141,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Brachyphyllum,Brachyphyllum cf.ningshiaense,121.62,29.863,-145,-100,124.77,33.06,6
142,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Brachyphyllum,Brachyphyllum rhombimaniferum,108.493,22.761,-100,-66,107.54,23.53,7
143,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Brachyphyllum,Brachyphyllum rhombimaniferum,116.403,25.065,-100,-66,113.5,28.92,7
144,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cissites,Cissites hunchunensis,130.365,42.862,-100,-66,121.21,47.77,7
145,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cissites,Cissites jingxiensis,117.172,40.432,-100,-66,108.31,43.15,7
146,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cladophlebis,Cladophlebis acuta,119.598,45.436,-145,-100,121.45,47.29,6
147,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cladophlebis,Cladophlebis acuta,128.957,42.516,-145,-100,130.96,44.35,6
148,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cladophlebis,Cladophlebis acuta,130.975,45.3,-145,-100,133.27,47.9,6
149,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cladophlebis,Cladophlebis argutula,119.648,45.525,-145,-100,121.49,47.38,6
150,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Cladophlebis,Cladophlebis septentrionalis,130.41,48.894,-100,-66,119.28,54.33,7
151,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Czekanowskia,Czekanowskia setacea,119.512,41.65,-145,-100,121.39,42.95,6
152,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Czekanowskia,Czekanowskia setacea,130.297,47.111,-145,-100,132.32,49.66,6
153,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Dicotylophyllum,Dicotylophyllum hunchuniphyllum,130.365,42.862,-100,-66,121.21,47.77,7
154,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Elatocladus,Elatocladus angustifolius,124.626,40.826,-145,-100,126.7,42.42,6
155,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Elatocladus,Elatocladus angustifolius,131.386,46.583,-145,-100,133.53,49.2,6
156,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Equisetum,Equisetum hunchunense,130.358,42.859,-100,-66,121.2,47.77,7
157,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,119.771,48.53,-145,-100,121.15,50.38,6
158,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,124.906,43.578,-145,-100,126.69,45.18,6
159,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,127.479,45.756,-145,-100,129.56,48.13,6
160,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,128.052,45.769,-145,-100,130.16,48.18,6
161,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,131.1,46.596,-145,-100,133.23,49.2,6
162,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo adiantoides,130.394,48.887,-100,-66,119.27,54.32,7
163,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo apodes,121.233,41.53,-145,-100,123.16,42.93,6
164,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgo,Ginkgo crassinervis,125.9,44.156,-145,-100,128.14,46.44,6
165,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Ginkgoites,Ginkgoites adiantoides,131.838,45.527,-145,-100,134.14,48.18,6
166,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Jacutiella,Jacutiella amurensis,127.437,50.228,-145,-100,128.84,52.58,6
167,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Lhassoxylon,Lhassoxylon aptianum,91.261,29.895,-145,-100,88.82,13.77,6
168,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Menispermites,Menispermites kujiensis,130.403,48.889,-100,-66,119.28,54.32,7
169,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Menispermites,Menispermites obtsiloba,130.403,48.889,-100,-66,119.28,54.32,7
170,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Nilssonia,Nilssonia angustissima,121.671,41.999,-145,-100,123.55,43.42,6
171,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Nilssonia,Nilssonia angustissima,131.004,45.335,-145,-100,133.3,47.93,6
172,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Nilssoniopteris,Nilssoniopteris aniana,127.291,43.568,-145,-100,129.13,45.31,6
173,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Pagiophyllum,Pagiophyllum ambiguum,130.997,45.768,-145,-100,133.23,48.36,6
174,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,109.739,39.566,-145,-100,111.72,40.27,6
175,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,116.639,41.207,-145,-100,118.52,42.33,6
176,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,118.641,41.384,-145,-100,120.54,42.63,6
177,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,119.512,41.65,-145,-100,121.39,42.95,6
178,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,120.573,49.24,-145,-100,121.86,51.14,6
179,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,121.048,49.071,-145,-100,122.38,51,6
180,Angiospermae,Dicotyledoneae,incertae sedis,incertae sedis,Phoenicopsis,Phoenicopsis angustifolia,123.536,42.445,-145,-100,125.41,43.98,6
